"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","tag"
"hsa-miR-3926",5.17101039424196,-0.642449948097237,0.125641045077386,-5.11337634688994,3.16450933402341e-07,1.14577062093951e-06,"Stable"
"hsa-miR-3928-3p",4.69031305323664,0.3027434840879,0.0978676903257289,3.09339561483766,0.00197880152512763,0.00415548320276801,"Stable"
"hsa-miR-3934-3p",21.6560812078205,-0.240515921597077,0.0939820754966309,-2.55916801502962,0.0104923017781434,0.0188861432006582,"Stable"
"hsa-miR-3934-5p",8.87971889210161,-0.421177789856789,0.110843278320312,-3.79975941021594,0.000144836630979918,0.000380196156322284,"Stable"
"hsa-miR-409-5p",14.0279637036116,-1.01251881445354,0.178386942903873,-5.67596931687513,1.37905498039528e-08,6.16173501878741e-08,"Down"
"hsa-miR-421",10.9585304513757,0.355166704075277,0.0849558646324672,4.18060254712003,2.90737658230923e-05,8.56805082806809e-05,"Stable"
"hsa-miR-423-3p",657.668603474418,0.015579628165193,0.0520356815215468,0.299402788810248,0.764632734547377,0.816472241974318,"Stable"
"hsa-miR-423-5p",353.39718691493,0.0513813064461314,0.0710756304032926,0.722910316160222,0.469734985163717,0.556265114009665,"Stable"
"hsa-miR-424-3p",72.9620785364318,0.170226672721051,0.115677114799867,1.47156741431146,0.141137730425337,0.197592822595472,"Stable"
"hsa-miR-424-5p",2331.74060412342,0.108393309509441,0.117007200218441,0.926381532991827,0.354247737695092,0.441059436260688,"Stable"
"hsa-miR-425-3p",41.2856465647122,-0.2771509590255,0.0638961436099643,-4.33752247580525,1.44097802975212e-05,4.4068745570089e-05,"Stable"
"hsa-miR-425-5p",497.60871362038,-0.243950521520304,0.079173443928529,-3.08121649653793,0.00206156693205817,0.00430061975892929,"Stable"
"hsa-miR-429",608.799129099919,-0.321195090054071,0.142653743981093,-2.25157140002327,0.0243493701071064,0.0400524886879296,"Stable"
"hsa-miR-4326",13.0892359726227,-0.106898070594091,0.147350012038093,-0.725470389282737,0.468163504134257,0.555448225244034,"Stable"
"hsa-miR-4443",3.61560742834903,0.502269093223344,0.19444302708555,2.58311702276862,0.00979121058282391,0.0178796019338524,"Stable"
"hsa-miR-4444",6.8600746625768,0.0390311885553764,0.103668276886589,0.376500793951419,0.706544625348058,0.767453644774615,"Stable"
"hsa-miR-4449",2.12846741595521,0.288158079504675,0.174051849002687,1.65558758011371,0.0978053670531829,0.141975532819136,"Stable"
"hsa-miR-4473",3.48863962169686,0.533290993325303,0.115623103598391,4.61232207688918,3.98195352414514e-06,1.25431536010572e-05,"Stable"
"hsa-miR-450a-5p",206.244750753997,0.337420481670387,0.113221963421091,2.9801680828963,0.00288090258495812,0.0058172071427039,"Stable"
"hsa-miR-450b-5p",322.386028372398,0.335685295929577,0.119642705007877,2.80573141427618,0.00502025185179456,0.00973156512809406,"Stable"
"hsa-miR-451a",4947.74137013349,0.291424917405367,0.145097961070093,2.00847010706502,0.0445933595173447,0.0693674481380918,"Stable"
"hsa-miR-452-3p",13.5927061547317,-0.127245357024976,0.089244760286335,-1.42580199237153,0.15392550565941,0.210811018620496,"Stable"
"hsa-miR-452-5p",346.525875692279,-0.189505035037746,0.0852995384111347,-2.22164197564999,0.026307510750347,0.0429371289448668,"Stable"
"hsa-miR-4521",1.90300589233487,0.0320608393698054,0.154346979711584,0.207719253267637,0.835448183625656,0.873983582275284,"Stable"
"hsa-miR-454-3p",35.7366807790957,0.229949785953851,0.0616138681236694,3.73211085355496,0.000189881900652795,0.000478502389645043,"Stable"
"hsa-miR-454-5p",2.37990499599955,0.0762427436790907,0.114006427261721,0.668758292934331,0.503649675657444,0.588681439080129,"Stable"
