"","logFC","AveExpr","t","P.Value","adj.P.Val","B","tag"
"hsa-miR-141-5p",0.247529494750964,9.39143288907672,2.54548770365268,0.011172120558102,0.0187192445521391,-4.34074126425853,"Stable"
"hsa-miR-576-5p",-0.199824559787555,3.14926649574135,-2.47608077853894,0.0135697383762968,0.0224381500710419,-4.36202644325046,"Stable"
"hsa-miR-106b-3p",-0.186970505231599,7.70119313863834,-2.52178684169166,0.0119446915477736,0.0199606251328843,-4.37819122143634,"Stable"
"hsa-miR-210-3p",-0.409621069147055,6.11810538907973,-2.4971450386417,0.0127979411792486,0.0212736225407034,-4.41009570819618,"Stable"
"hsa-miR-485-3p",-0.429724413304135,-0.408897798979106,-2.31772962138826,0.0208136595503337,0.0331964696625575,-4.46468961674978,"Stable"
"hsa-miR-501-3p",0.265935386869762,4.63743843966759,2.4485719646195,0.0146395957165047,0.0240807971315873,-4.47585669934158,"Stable"
"hsa-miR-330-5p",0.20440259042916,4.21102646338577,2.43993535713773,0.0149905293413838,0.0245938372007078,-4.48314355745938,"Stable"
"hsa-miR-301a-5p",0.313847515143428,1.67319558144866,2.36180604057354,0.0185180468897735,0.029913768052711,-4.50215454037057,"Stable"
"hsa-miR-328-3p",0.239697358285694,7.077587557068,2.43353058791739,0.0152555535185096,0.0248989604058576,-4.57454908407906,"Stable"
"hsa-miR-129-5p",-0.551364096843503,0.977032261934996,-2.32366363737777,0.0204907792075009,0.0327644439104709,-4.5878073506233,"Stable"
"hsa-miR-1306-5p",0.206343722401984,3.20921053398863,2.37519058346061,0.0178664017052394,0.0290098790574764,-4.59108924794869,"Stable"
"hsa-miR-361-5p",0.144757650530266,8.22515119415196,2.43629118567186,0.0151408191923153,0.0247758859510614,-4.59262155759064,"Stable"
"hsa-miR-23c",0.419531643433064,-1.5030121888515,2.23803035937614,0.0256006195710374,0.0401203739546109,-4.5945893748709,"Stable"
"hsa-miR-18a-3p",-0.315686086355285,-0.938581163021091,-2.23295839919425,0.0259352424971647,0.0404435712208261,-4.61797992009057,"Stable"
"hsa-miR-130a-5p",-0.303811516242557,0.769298480706866,-2.2883985089322,0.0224757560134248,0.0356668168475004,-4.63279738342425,"Stable"
"hsa-miR-203a-5p",0.355841206125103,-1.45973968605228,2.20110645266523,0.028124583905755,0.0436415957158268,-4.67532043228129,"Stable"
"hsa-miR-377-5p",-0.396583059843162,-1.3742029799265,-2.19891205157234,0.028281129724904,0.0437766872891634,-4.68413213360218,"Stable"
"hsa-miR-432-5p",-0.416214390329964,0.179460083078508,-2.2333187432434,0.0259113442731164,0.0404435712208261,-4.70638304512929,"Stable"
"hsa-miR-542-5p",0.378879533889089,3.44564045098579,2.32590660963037,0.0203698805888801,0.0327373080892716,-4.71102717008963,"Stable"
"hsa-miR-431-3p",-0.443654444097523,0.0750990708056323,-2.22316226993165,0.0265922878963305,0.0413657811720697,-4.7220916247942,"Stable"
"hsa-miR-500a-5p",-0.231924360573302,1.85579948056534,-2.28630263815825,0.0225988323139334,0.0357720209994423,-4.72637419670125,"Stable"
"hsa-miR-500b-5p",-0.229837358900314,1.85492189387519,-2.26040965974199,0.0241684746032218,0.0380653475000743,-4.7843673343722,"Stable"
"hsa-miR-5703",-0.355772009215158,-1.56344519159697,-2.15104118422249,0.0318883766179186,0.0486432863663164,-4.78454970973928,"Stable"
"hsa-miR-151a-3p",-0.18072398480914,11.3706502042369,-2.3708185192149,0.0180770113461356,0.0292763936968263,-4.78944838532397,"Stable"
"hsa-miR-107",0.169064319019741,6.51217856421245,2.30627317841245,0.0214496222154506,0.0341243989791259,-4.86216064428973,"Stable"
"hsa-miR-382-3p",-0.391873903289658,-1.21725366480328,-2.09838338237258,0.0363063797153109,0.0549832192803988,-4.89985815195644,"Stable"
"hsa-miR-30e-5p",-0.173242937045394,13.5110306280839,-2.32366773267169,0.020490557896237,0.0327644439104709,-4.92110113300414,"Stable"
"hsa-miR-548e-3p",0.283019795957394,-1.71241749245184,2.08179264715517,0.0378025195802814,0.0571117202292021,-4.92776986477674,"Stable"
"hsa-miR-34c-3p",-0.320544117008733,0.893835998701026,-2.14884982659813,0.0320625669304209,0.0487908627202058,-4.95242765418677,"Stable"
"hsa-miR-194-5p",-0.181369211987475,8.28920632412703,-2.26067006506269,0.0241522285978299,0.0380653475000743,-5.00631122228879,"Stable"
"hsa-miR-33a-5p",0.307259525411428,3.64119764224486,2.1825622191088,0.0294713815501954,0.0455072803348606,-5.04299323075062,"Stable"
"hsa-miR-93-5p",-0.196352130070498,11.5316774207762,-2.24254263220292,0.0253060760322634,0.0397576755619101,-5.0841362774061,"Stable"
"hsa-miR-2110",0.300588275763178,0.494629393140602,2.03448681230099,0.0423602537638154,0.0629409430924616,-5.1024343902763,"Stable"
"hsa-miR-5187-5p",0.303776263344598,-0.824894452326668,1.98686102318319,0.0474112957192742,0.0702802736544535,-5.12131284583028,"Stable"
"hsa-miR-145-3p",-0.237398201038482,5.11634065939016,-2.17446965886611,0.0300763287444779,0.0462148466073685,-5.12995917159142,"Stable"
"hsa-miR-891a-5p",0.823885368528828,3.19540027045564,2.11164973047924,0.0351467145632564,0.0533552534333771,-5.14327429678106,"Stable"
"hsa-miR-148a-5p",-0.29953770876539,5.3648871523924,-2.17138021685619,0.0303100815284656,0.0464607089122465,-5.143966063041,"Stable"
"hsa-miR-320b",-0.187282266344486,1.93867409095096,-2.08078962184038,0.0378946332568329,0.0571139209373318,-5.17398267145527,"Stable"
"hsa-miR-3127-5p",-0.193376757246339,1.86115220919189,-2.07795572506478,0.0381559215849601,0.0573704787554293,-5.17406957039937,"Stable"
"hsa-miR-17-3p",-0.139919460169216,8.24677057334973,-2.17826881517329,0.0297910087491113,0.0458883508849392,-5.1862025685522,"Stable"
"hsa-miR-505-5p",0.182217041749756,2.42635652985383,2.04295237260665,0.0415119615252579,0.0621200374368468,-5.26621561064453,"Stable"
"hsa-miR-29a-3p",0.181845814843307,14.2668510246846,2.15786731975693,0.031350973139867,0.0479395948497967,-5.29408627922526,"Stable"
"hsa-miR-23b-5p",0.213793732735449,0.849901976176998,1.95110937731453,0.0515286597951573,0.0760258915010517,-5.30912097273848,"Stable"
"hsa-miR-10a-3p",-0.282613816695504,-1.20561429100568,-1.84416359781102,0.065672865689692,0.0957729291308009,-5.39332421073086,"Stable"
"hsa-let-7a-3p",0.162779786955496,5.01305130065868,2.03491549255575,0.0423169471368677,0.0629409430924616,-5.40879191775413,"Stable"
"hsa-let-7d-5p",-0.123434246541887,8.66988099415506,-2.06044860915582,0.0398043804231326,0.059706570634699,-5.44032754009741,"Stable"
"hsa-miR-20b-3p",-0.311946716411649,-1.44715964475293,-1.81615044595416,0.0698672219044524,0.100723912585366,-5.44138969307505,"Stable"
"hsa-miR-19b-3p",-0.178549475731932,6.97322979078357,-2.03592293492601,0.0422153199411177,0.0629409430924616,-5.45915650149815,"Stable"
"hsa-miR-331-5p",-0.130735495677515,2.1242534533525,-1.93528780982063,0.0534443204037962,0.0784846663272532,-5.47447749919525,"Stable"
"hsa-miR-188-3p",0.264837763747094,0.132967466972817,1.81945332699181,0.0693615006052333,0.100224186654351,-5.48018730236174,"Stable"
"hsa-miR-3651",-0.341599861126805,-0.502421825369733,-1.81086054337044,0.0706835055192284,0.101668055883822,-5.48611491786712,"Stable"
"hsa-miR-378d",0.277791281411229,-1.38124281961229,1.77991755825159,0.0756167728650181,0.108010903583134,-5.50349631264686,"Stable"
"hsa-miR-942-3p",-0.252154035262247,-1.80203538588609,-1.77892797541262,0.0757790783868975,0.108010903583134,-5.50547372816755,"Stable"
"hsa-miR-616-3p",0.276903925738222,0.0373897655251993,1.79701596334599,0.0728570352155916,0.104318027695052,-5.51046578007074,"Stable"
"hsa-miR-4772-5p",-0.280327080000977,-1.65482898253823,-1.7688857399249,0.0774423209965444,0.109902978868013,-5.52363613141878,"Stable"
"hsa-miR-4444",0.237407546672426,0.286456560252465,1.76491294853737,0.0781084919772788,0.110580561675698,-5.59164511064001,"Stable"
"hsa-miR-125b-2-3p",0.186901352002892,5.49831344928092,1.93542506861771,0.0534274482667641,0.0784846663272532,-5.61856276501133,"Stable"
"hsa-miR-660-5p",-0.201836093659215,5.69333321325455,-1.93016021231435,0.0540778191483466,0.0792302931708335,-5.64020256326957,"Stable"
"hsa-miR-5706",0.248820776066379,-1.26674042929085,1.69907041956305,0.0898461015023745,0.125505640679592,-5.64294997334973,"Stable"
"hsa-miR-6837-3p",-0.220054296897259,-0.458970896174203,-1.71082595571174,0.0876518869210526,0.122985943786778,-5.65537262047823,"Stable"
"hsa-miR-769-3p",0.176270823185888,0.610031442567707,1.74200222609614,0.082042052839466,0.115888998405524,-5.66788940919546,"Stable"
"hsa-miR-542-3p",0.319061318319239,9.87048725662367,1.95132939502503,0.0515024318658416,0.0760258915010517,-5.66866890124395,"Stable"
"hsa-miR-4473",-0.25604884176905,-0.642468981307544,-1.69365257103585,0.0908721810201257,0.126378529895539,-5.6748508063127,"Stable"
"hsa-miR-585-5p",-0.319363590539046,-0.740834861019533,-1.68748979579973,0.0920508058371182,0.127735699729922,-5.68282743735954,"Stable"
"hsa-miR-3917",-0.299637953048662,-0.254306449719925,-1.69446833941854,0.0907170821462649,0.126378529895539,-5.70476095560641,"Stable"
