"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","tag"
"hsa-miR-126-5p",437.530098121437,-0.376985393526946,0.0963015217867057,-3.91463589082129,9.05407342637384e-05,0.000265305407377466,"Stable"
"hsa-miR-1262",0.615076162681009,-0.35975001690934,0.217401274516974,-1.65477418524173,0.0979703122877593,0.153918445738874,"Stable"
"hsa-miR-1266-5p",14.5958541039202,0.0827660248820686,0.110094718447969,0.751771075387093,0.45218873924396,0.545552142735496,"Stable"
"hsa-miR-127-3p",187.454603586262,-0.150933295214162,0.224086641516685,-0.67354883000879,0.500598194495626,0.59170143064211,"Stable"
"hsa-miR-127-5p",66.9175622645405,0.362948164416914,0.220640016567331,1.64497886676942,0.0999741692830884,0.156675936936183,"Stable"
"hsa-miR-1270",4.29465847404441,-0.488902932720243,0.135729916275235,-3.60202780740568,0.000315744579587082,0.000842877479406194,"Stable"
"hsa-miR-1271-5p",3.01767094382043,-0.191574219633405,0.102659184954234,-1.86611864996599,0.0620247672396295,0.104201608962578,"Stable"
"hsa-miR-1275",1.18176136976679,-1.23381823266385,0.264909596254192,-4.65750674988742,3.20061933136742e-06,1.20741926871945e-05,"Down"
"hsa-miR-1277-3p",1.59121342248285,0.812240073112736,0.183006775025497,4.43830602992471,9.06696426760736e-06,3.17343749366258e-05,"Stable"
"hsa-miR-128-1-5p",5.81558031772969,-0.523594960823203,0.0739479489458111,-7.08058801207444,1.43544063698125e-12,1.1593943606387e-11,"Stable"
"hsa-miR-128-3p",149.096742961173,-0.00373346077144649,0.0707304777613973,-0.0527843284763462,0.957903748156694,0.965566978141948,"Stable"
"hsa-miR-1287-3p",9.97800127007195,0.093695456758678,0.115861281676963,0.808686520661092,0.418695483465369,0.513460101626371,"Stable"
"hsa-miR-1287-5p",31.3130070120426,-0.350707858652387,0.088305871217417,-3.97151235605742,7.141779574964e-05,0.000213237968352006,"Stable"
